ID,Song Name,Artist,BPM,Language,Mood Target,Stress Level,Pain Relief,Type,Duration,Evidence Based
562,Someone Like You,Coldplay,136,Korean,Period Pain Relief,High,Yes,Classical,3:57,Yes
563,River Flows in You,Billie Eilish,99,Tamil,Period Pain Relief,High,Yes,Acoustic,2:16,Partial
564,Shape of You,Lady Gaga,120,Instrumental,Anxiety Relief,Medium,Yes,Lo-fi,4:04,Partial
565,A Sky Full of Stars,Post Malone,142,Tamil,Anxiety Relief,Medium,No,Classical,3:22,Partial
566,Kun Faya Kun,A R Rahman,73,Tamil,Period Pain Relief,Medium,Yes,Ambient,6:30,Yes
567,Shape of You,The Weeknd,99,English,Mood Boost,Medium,No,Devotional,7:22,Yes
568,River Flows in You,Billie Eilish,62,Korean,Anxiety Relief,High,No,Acoustic,8:01,Yes
569,Weightless,The Beatles,126,Korean,Period Pain Relief,High,Yes,Devotional,2:43,No
570,Weightless,The Weeknd,72,Instrumental,Stress Relief,Low,No,Classical,6:24,No
571,Perfect,Marconi Union,89,Hindi,Mood Boost,Medium,No,Ambient,6:12,Partial
572,Fix You,Pharrell Williams,58,Tamil,Mood Boost,High,No,Ambient,7:16,No
573,Fix You,The Beatles,154,Instrumental,Mood Boost,Low,No,Classical,5:22,Yes
574,Nuvole Bianche,Coldplay,65,Instrumental,Sleep Aid,Low,No,Ambient,3:42,No
575,Perfect,Leonard Cohen,105,Instrumental,Stress Relief,High,Yes,Pop,2:15,Partial
576,Shape of You,Marconi Union,95,Korean,Depression Support,High,Yes,Acoustic,2:56,Partial
577,Fix You,Imagine Dragons,60,Tamil,Depression Support,Low,No,Acoustic,3:11,No
578,Blinding Lights,The Beatles,148,Instrumental,Mood Boost,Medium,Yes,Acoustic,4:13,Yes
579,Believer,Coldplay,146,Tamil,Sleep Aid,Low,Yes,Devotional,4:12,No
580,Shallow,Arijit Singh,85,Korean,Period Pain Relief,Low,Yes,Acoustic,5:59,Yes
581,Believer,Yiruma,161,Hindi,Mood Boost,Low,Yes,Devotional,6:29,Partial
582,Kun Faya Kun,Lady Gaga,161,Hindi,Mood Boost,High,No,Devotional,7:50,Yes
583,Tum Hi Ho,Coldplay,161,English,Mood Boost,Medium,Yes,Pop,8:58,Yes
584,Shape of You,Adele,119,Korean,Anxiety Relief,High,No,Ambient,3:20,No
585,Hallelujah,Marconi Union,114,Korean,Sleep Aid,High,No,Acoustic,7:39,Yes
586,Shape of You,Billie Eilish,94,English,Depression Support,High,Yes,Ambient,2:33,Partial
587,Shape of You,Imagine Dragons,56,Instrumental,Sleep Aid,High,Yes,Pop,2:24,Partial
588,River Flows in You,Ludovico Einaudi,159,Tamil,Sleep Aid,High,No,Lo-fi,8:47,Yes
589,Shape of You,Adele,151,Tamil,Depression Support,Medium,Yes,Acoustic,8:18,No
590,Lovely,Imagine Dragons,154,Instrumental,Mood Boost,High,No,Pop,2:36,No
591,Ocean Eyes,Marconi Union,140,Korean,Mood Boost,High,Yes,Acoustic,7:23,Partial
592,Someone Like You,Billie Eilish,55,Instrumental,Anxiety Relief,High,No,Devotional,4:38,Yes
593,Ocean Eyes,Ed Sheeran,146,Tamil,Anxiety Relief,Low,Yes,Devotional,8:05,Partial
594,Shallow,Ed Sheeran,50,Hindi,Stress Relief,Medium,No,Classical,4:10,Yes
595,Kun Faya Kun,The Beatles,127,Korean,Stress Relief,Low,Yes,Devotional,8:22,Partial
596,Fix You,Coldplay,75,Korean,Anxiety Relief,Low,Yes,Ambient,6:33,Yes
597,Let It Be,Ludovico Einaudi,135,Korean,Period Pain Relief,Low,Yes,Lo-fi,4:52,No
598,Sunflower,A R Rahman,100,Hindi,Period Pain Relief,High,Yes,Classical,4:02,Partial
599,Believer,Leonard Cohen,117,Tamil,Sleep Aid,Low,No,Lo-fi,3:30,Partial
600,Fix You,Ed Sheeran,95,Hindi,Sleep Aid,Medium,No,Classical,3:16,Yes
601,Weightless,Ed Sheeran,126,English,Sleep Aid,High,No,Pop,2:00,Partial
602,Kun Faya Kun,Pharrell Williams,157,Instrumental,Anxiety Relief,Medium,No,Devotional,4:18,Yes
603,A Sky Full of Stars,Post Malone,124,English,Stress Relief,Low,Yes,Ambient,3:44,No
604,Let It Be,Coldplay,159,Instrumental,Anxiety Relief,Low,No,Classical,2:16,No
605,A Sky Full of Stars,Yiruma,167,English,Period Pain Relief,Low,Yes,Pop,7:28,No
606,Shape of You,Coldplay,140,Hindi,Sleep Aid,Low,No,Acoustic,2:22,Yes
607,Tum Hi Ho,A R Rahman,129,Korean,Period Pain Relief,Medium,Yes,Ambient,2:14,Partial
608,Tum Hi Ho,Imagine Dragons,73,English,Depression Support,Low,Yes,Classical,7:13,Partial
609,Someone Like You,A R Rahman,167,English,Stress Relief,Low,No,Devotional,3:46,No
610,River Flows in You,Marconi Union,123,Korean,Mood Boost,High,Yes,Ambient,6:14,Partial
611,Ocean Eyes,The Beatles,154,Hindi,Anxiety Relief,Medium,Yes,Devotional,4:53,Yes
612,Raataan Lambiyan,Ed Sheeran,86,Instrumental,Mood Boost,Medium,Yes,Devotional,5:19,Yes
613,Weightless,Coldplay,126,Tamil,Stress Relief,High,Yes,Ambient,3:24,No
614,Weightless,Marconi Union,169,English,Mood Boost,High,No,Devotional,8:10,Partial
615,Ocean Eyes,Ed Sheeran,89,Tamil,Stress Relief,Medium,Yes,Pop,2:52,Partial
616,Nuvole Bianche,Ludovico Einaudi,124,Instrumental,Anxiety Relief,High,Yes,Pop,3:14,Yes
617,Kun Faya Kun,Billie Eilish,96,Korean,Anxiety Relief,High,No,Pop,8:21,Yes
618,Shallow,Arijit Singh,117,Instrumental,Sleep Aid,Medium,Yes,Ambient,3:36,Partial
619,Perfect,The Weeknd,54,Tamil,Period Pain Relief,Medium,Yes,Acoustic,2:36,Yes
620,Fix You,Yiruma,96,Hindi,Sleep Aid,Medium,No,Lo-fi,3:23,Yes
621,Believer,Post Malone,141,Tamil,Anxiety Relief,Medium,No,Devotional,8:16,Partial
622,Weightless,A R Rahman,138,English,Period Pain Relief,Medium,Yes,Ambient,6:24,Partial
623,Weightless,Ed Sheeran,154,Korean,Sleep Aid,Low,No,Lo-fi,7:13,Partial
624,Believer,Ludovico Einaudi,129,Tamil,Anxiety Relief,High,No,Pop,6:16,Partial
625,Lovely,Billie Eilish,64,Hindi,Period Pain Relief,Medium,Yes,Acoustic,7:13,Partial
626,Kun Faya Kun,Coldplay,122,Tamil,Period Pain Relief,High,Yes,Lo-fi,6:48,Partial
627,Perfect,Marconi Union,141,English,Depression Support,High,No,Ambient,4:46,Yes
628,Weightless,Post Malone,92,Instrumental,Mood Boost,Medium,No,Acoustic,4:33,No
629,Raataan Lambiyan,The Beatles,121,English,Anxiety Relief,High,Yes,Acoustic,6:55,Partial
630,Lovely,Marconi Union,89,Korean,Anxiety Relief,Low,No,Devotional,5:25,Partial
631,Ocean Eyes,Post Malone,141,English,Anxiety Relief,Low,Yes,Lo-fi,7:34,No
632,River Flows in You,Adele,88,Tamil,Anxiety Relief,Medium,No,Pop,8:34,Partial
633,Let It Be,Billie Eilish,122,Hindi,Period Pain Relief,Medium,Yes,Acoustic,3:05,No
634,Hallelujah,Ludovico Einaudi,125,English,Anxiety Relief,High,No,Lo-fi,5:37,No
635,Shallow,Imagine Dragons,117,Instrumental,Period Pain Relief,Low,Yes,Devotional,4:37,Yes
636,Raataan Lambiyan,The Beatles,59,Korean,Depression Support,High,Yes,Ambient,4:53,No
637,Lovely,Post Malone,163,Korean,Sleep Aid,Low,No,Classical,2:02,Yes
638,Sunflower,Marconi Union,129,Tamil,Depression Support,High,No,Devotional,2:25,Partial
639,Believer,The Weeknd,115,Hindi,Period Pain Relief,Medium,Yes,Lo-fi,4:23,Yes
640,Perfect,A R Rahman,100,English,Sleep Aid,Low,Yes,Classical,6:13,Partial
641,Shape of You,Leonard Cohen,134,Hindi,Anxiety Relief,Low,Yes,Acoustic,5:51,Partial
642,A Sky Full of Stars,Leonard Cohen,161,Instrumental,Anxiety Relief,High,No,Lo-fi,4:17,No
643,Shape of You,The Weeknd,61,Korean,Depression Support,High,No,Pop,2:55,No
644,Nuvole Bianche,The Weeknd,148,Korean,Anxiety Relief,Low,No,Lo-fi,6:31,Partial
645,Blinding Lights,Arijit Singh,54,Korean,Anxiety Relief,High,Yes,Acoustic,5:20,No
646,A Sky Full of Stars,Billie Eilish,159,English,Depression Support,High,No,Ambient,6:36,Partial
647,Tum Hi Ho,The Beatles,155,English,Sleep Aid,Low,Yes,Acoustic,4:45,No
648,Let It Be,Leonard Cohen,163,English,Mood Boost,Medium,No,Lo-fi,3:03,No
649,River Flows in You,Adele,144,Korean,Stress Relief,Medium,Yes,Devotional,3:56,Yes
650,River Flows in You,Yiruma,89,Tamil,Depression Support,Medium,Yes,Classical,7:04,No
651,Believer,Ed Sheeran,139,Instrumental,Period Pain Relief,High,Yes,Ambient,4:49,Yes
652,Lovely,A R Rahman,153,Tamil,Mood Boost,Low,No,Acoustic,6:08,No
653,Believer,The Beatles,81,English,Sleep Aid,High,Yes,Acoustic,8:41,Yes
654,River Flows in You,Imagine Dragons,133,Tamil,Stress Relief,High,No,Lo-fi,7:47,No
655,A Sky Full of Stars,The Weeknd,116,Korean,Mood Boost,Low,No,Acoustic,6:14,Yes
656,Hallelujah,A R Rahman,80,English,Depression Support,Low,No,Classical,3:01,Yes
657,Kun Faya Kun,Coldplay,63,Instrumental,Stress Relief,Low,No,Pop,6:20,Yes
658,Happy,Arijit Singh,117,English,Sleep Aid,High,No,Classical,2:42,No
659,Fix You,Ed Sheeran,72,Hindi,Sleep Aid,Medium,No,Lo-fi,4:27,Yes
660,Let It Be,A R Rahman,107,English,Period Pain Relief,High,Yes,Lo-fi,6:13,Yes
661,River Flows in You,Adele,101,Korean,Period Pain Relief,High,Yes,Devotional,8:32,Yes
662,River Flows in You,Ed Sheeran,145,Tamil,Sleep Aid,Low,No,Acoustic,6:27,Yes
663,Tum Hi Ho,Billie Eilish,140,Tamil,Stress Relief,High,Yes,Lo-fi,3:38,No
664,Weightless,Arijit Singh,162,English,Period Pain Relief,Medium,Yes,Devotional,5:55,No
665,Kun Faya Kun,Marconi Union,156,Tamil,Period Pain Relief,Medium,Yes,Pop,8:42,No
666,Happy,Arijit Singh,66,Tamil,Period Pain Relief,Low,Yes,Classical,6:58,Yes
667,Let It Be,Leonard Cohen,128,Korean,Depression Support,Medium,Yes,Classical,6:06,No
668,Shape of You,The Beatles,84,English,Period Pain Relief,High,Yes,Classical,2:39,No
669,Raataan Lambiyan,Pharrell Williams,95,Hindi,Anxiety Relief,Low,Yes,Pop,3:41,Yes
670,River Flows in You,Imagine Dragons,142,Korean,Sleep Aid,High,No,Pop,7:10,Yes
671,Kun Faya Kun,Post Malone,149,Hindi,Anxiety Relief,High,Yes,Pop,2:43,Yes
672,Lovely,Yiruma,132,Hindi,Stress Relief,Medium,Yes,Classical,5:28,No
673,Raataan Lambiyan,Ed Sheeran,111,Hindi,Depression Support,High,No,Classical,7:34,Yes
674,Perfect,The Weeknd,63,Korean,Period Pain Relief,High,Yes,Pop,7:36,Partial
675,A Sky Full of Stars,Coldplay,167,Tamil,Period Pain Relief,Low,Yes,Ambient,4:05,Yes
676,Shallow,Imagine Dragons,149,English,Stress Relief,High,No,Devotional,3:43,No
677,Ocean Eyes,The Weeknd,93,Instrumental,Stress Relief,Medium,Yes,Pop,7:44,Yes
678,Shallow,Yiruma,137,Hindi,Period Pain Relief,High,Yes,Classical,6:20,Yes
679,Perfect,Pharrell Williams,144,English,Depression Support,High,No,Classical,6:47,Partial
680,Sunflower,Billie Eilish,146,Instrumental,Period Pain Relief,Low,Yes,Pop,7:48,Yes
681,Hallelujah,Ed Sheeran,135,Instrumental,Stress Relief,Low,No,Ambient,2:25,No
682,Hallelujah,Post Malone,95,Instrumental,Mood Boost,Low,Yes,Acoustic,7:02,Yes
683,Shallow,Imagine Dragons,144,Tamil,Anxiety Relief,Low,Yes,Acoustic,5:28,Yes
684,Someone Like You,Marconi Union,124,Tamil,Mood Boost,Medium,No,Classical,6:59,Yes
685,Lovely,Arijit Singh,152,Hindi,Depression Support,Low,Yes,Devotional,5:42,No
686,Shallow,Pharrell Williams,170,Korean,Period Pain Relief,Low,Yes,Devotional,7:51,Yes
687,Hallelujah,A R Rahman,124,Instrumental,Depression Support,Medium,No,Classical,6:56,No
688,Weightless,Ed Sheeran,145,Korean,Mood Boost,Medium,No,Devotional,8:06,Partial
689,Fix You,Imagine Dragons,151,Instrumental,Depression Support,Low,Yes,Ambient,3:25,No
690,Happy,Pharrell Williams,149,Instrumental,Period Pain Relief,Medium,Yes,Classical,3:56,Yes
691,Perfect,Pharrell Williams,52,Tamil,Anxiety Relief,Medium,Yes,Classical,5:01,Partial
692,Kun Faya Kun,Imagine Dragons,89,English,Mood Boost,Low,No,Classical,7:14,No
693,Raataan Lambiyan,Leonard Cohen,57,Korean,Anxiety Relief,High,Yes,Lo-fi,3:08,Yes
694,Perfect,Lady Gaga,76,Instrumental,Stress Relief,High,No,Lo-fi,8:49,Yes
695,Lovely,Pharrell Williams,141,English,Anxiety Relief,High,Yes,Lo-fi,4:06,Yes
696,River Flows in You,Yiruma,91,Hindi,Sleep Aid,High,Yes,Devotional,8:01,No
697,Lovely,Yiruma,93,English,Stress Relief,High,Yes,Acoustic,6:29,Yes
698,Nuvole Bianche,Pharrell Williams,124,Korean,Mood Boost,Medium,Yes,Devotional,2:01,Partial
699,Believer,Post Malone,123,Korean,Anxiety Relief,Low,Yes,Devotional,7:29,Partial
700,Tum Hi Ho,Lady Gaga,169,Korean,Stress Relief,High,No,Lo-fi,7:19,Yes
701,Someone Like You,Marconi Union,73,Tamil,Depression Support,Low,No,Acoustic,4:14,Partial
702,Let It Be,The Beatles,58,Hindi,Anxiety Relief,Medium,No,Lo-fi,4:29,Partial
703,Believer,Ed Sheeran,136,Hindi,Anxiety Relief,Low,No,Classical,7:26,Yes
704,Fix You,Leonard Cohen,76,English,Sleep Aid,Low,Yes,Devotional,6:27,Partial
705,Tum Hi Ho,Arijit Singh,120,Tamil,Anxiety Relief,Medium,No,Acoustic,5:08,Yes
706,Perfect,Post Malone,170,English,Period Pain Relief,High,Yes,Devotional,8:43,Yes
707,Happy,Ludovico Einaudi,101,English,Stress Relief,High,Yes,Ambient,3:43,Yes
708,Hallelujah,The Beatles,54,Hindi,Mood Boost,High,No,Classical,2:49,No
709,Kun Faya Kun,Lady Gaga,155,Korean,Period Pain Relief,High,Yes,Acoustic,3:14,Yes
710,Someone Like You,Billie Eilish,51,English,Stress Relief,Medium,No,Ambient,5:50,Partial
711,Sunflower,Yiruma,50,Tamil,Sleep Aid,Medium,No,Devotional,7:42,No
712,Shape of You,The Weeknd,76,Hindi,Mood Boost,Medium,Yes,Lo-fi,3:33,No
713,Fix You,The Weeknd,68,Tamil,Period Pain Relief,High,Yes,Acoustic,6:05,Yes
714,Hallelujah,Billie Eilish,158,Tamil,Anxiety Relief,Medium,Yes,Lo-fi,4:04,Yes
715,Fix You,Leonard Cohen,164,Korean,Mood Boost,High,Yes,Ambient,3:04,Partial
716,Fix You,Coldplay,81,Korean,Sleep Aid,Low,Yes,Pop,4:52,No
717,Fix You,A R Rahman,55,Tamil,Anxiety Relief,High,Yes,Pop,6:45,Yes
718,A Sky Full of Stars,A R Rahman,62,Hindi,Depression Support,Low,No,Ambient,7:50,Yes
719,Happy,A R Rahman,83,Tamil,Depression Support,High,Yes,Ambient,7:54,Partial
720,Raataan Lambiyan,Post Malone,160,English,Mood Boost,High,Yes,Ambient,8:41,Partial
721,Let It Be,Ed Sheeran,64,Hindi,Stress Relief,Low,No,Acoustic,3:33,Yes
722,Tum Hi Ho,Lady Gaga,156,Tamil,Anxiety Relief,Low,No,Devotional,7:25,Yes
723,Let It Be,Marconi Union,140,Instrumental,Depression Support,Medium,No,Pop,5:36,Partial
724,Sunflower,Marconi Union,80,Korean,Depression Support,Low,Yes,Acoustic,3:30,No
725,Kun Faya Kun,Lady Gaga,122,English,Anxiety Relief,Low,No,Classical,5:12,Yes
726,Shape of You,Adele,157,Hindi,Sleep Aid,Low,No,Classical,5:01,Yes
727,River Flows in You,Marconi Union,69,Tamil,Anxiety Relief,Medium,No,Devotional,4:21,Partial
728,Lovely,Arijit Singh,89,Korean,Depression Support,High,Yes,Ambient,8:41,No
729,Perfect,Coldplay,61,Instrumental,Mood Boost,High,No,Devotional,2:08,Partial
730,Perfect,The Weeknd,51,English,Period Pain Relief,Medium,Yes,Classical,2:29,No
731,Someone Like You,Leonard Cohen,87,English,Period Pain Relief,Low,Yes,Ambient,6:00,Partial
732,Tum Hi Ho,The Weeknd,108,Korean,Sleep Aid,High,Yes,Pop,3:47,No
733,Let It Be,Arijit Singh,144,Instrumental,Mood Boost,Medium,Yes,Ambient,2:58,Partial
734,Happy,The Weeknd,124,Korean,Mood Boost,Low,Yes,Acoustic,2:44,Yes
735,Nuvole Bianche,A R Rahman,138,Instrumental,Mood Boost,Medium,No,Lo-fi,3:12,Yes
736,Hallelujah,Pharrell Williams,103,Instrumental,Sleep Aid,High,Yes,Pop,7:28,Yes
737,Let It Be,The Beatles,149,Korean,Sleep Aid,Medium,Yes,Ambient,8:49,Yes
738,Perfect,The Beatles,58,Korean,Sleep Aid,Medium,Yes,Acoustic,4:36,Yes
739,Ocean Eyes,Pharrell Williams,61,Hindi,Mood Boost,Low,No,Classical,5:19,No
740,River Flows in You,Leonard Cohen,58,Korean,Stress Relief,Low,Yes,Ambient,8:43,Yes
741,Shallow,The Weeknd,113,Instrumental,Stress Relief,Low,No,Devotional,2:45,No
742,Blinding Lights,Coldplay,96,English,Stress Relief,High,Yes,Devotional,6:47,Yes
743,Ocean Eyes,Post Malone,169,Korean,Period Pain Relief,Low,Yes,Ambient,3:18,No
744,River Flows in You,Pharrell Williams,83,Tamil,Depression Support,High,Yes,Acoustic,4:28,Partial
745,River Flows in You,Adele,96,English,Stress Relief,Medium,Yes,Acoustic,6:07,No
746,Tum Hi Ho,Pharrell Williams,56,Tamil,Sleep Aid,Low,Yes,Lo-fi,5:53,Partial
747,Sunflower,Billie Eilish,152,Hindi,Period Pain Relief,High,Yes,Pop,2:38,Partial
748,Sunflower,Ed Sheeran,107,English,Mood Boost,Medium,No,Classical,4:15,No
749,River Flows in You,Imagine Dragons,67,Tamil,Stress Relief,High,Yes,Devotional,4:56,Yes
750,A Sky Full of Stars,Adele,79,English,Depression Support,Medium,Yes,Acoustic,3:53,Yes
751,Believer,A R Rahman,80,Korean,Stress Relief,High,Yes,Classical,2:47,Yes
752,Tum Hi Ho,A R Rahman,103,English,Anxiety Relief,Medium,Yes,Ambient,2:19,Yes
753,Tum Hi Ho,The Weeknd,166,Korean,Period Pain Relief,High,Yes,Ambient,4:15,No
754,Kun Faya Kun,Ludovico Einaudi,84,English,Anxiety Relief,High,Yes,Ambient,8:33,Partial
755,River Flows in You,The Weeknd,120,Hindi,Sleep Aid,High,No,Lo-fi,4:51,Yes
756,Raataan Lambiyan,The Weeknd,129,Hindi,Mood Boost,High,No,Ambient,8:36,No
757,Someone Like You,Yiruma,154,Korean,Period Pain Relief,High,Yes,Classical,5:05,Partial
758,Shape of You,Lady Gaga,106,Tamil,Period Pain Relief,Medium,Yes,Lo-fi,6:42,Partial
759,Sunflower,Imagine Dragons,90,Korean,Anxiety Relief,High,No,Lo-fi,3:11,Partial
760,Happy,Lady Gaga,82,Korean,Stress Relief,Medium,Yes,Ambient,8:25,No
761,Lovely,Adele,62,Hindi,Sleep Aid,Low,Yes,Acoustic,5:09,Yes
762,Tum Hi Ho,Imagine Dragons,54,Tamil,Period Pain Relief,Medium,Yes,Devotional,2:47,Yes
763,Weightless,Imagine Dragons,129,Korean,Anxiety Relief,Medium,No,Lo-fi,7:08,Partial
764,Weightless,Ed Sheeran,77,Korean,Mood Boost,Low,No,Acoustic,3:42,No
765,Ocean Eyes,The Weeknd,155,Korean,Stress Relief,Low,No,Ambient,4:41,Partial
766,Someone Like You,Leonard Cohen,64,English,Period Pain Relief,High,Yes,Pop,5:04,No
767,Raataan Lambiyan,Marconi Union,83,English,Anxiety Relief,Low,No,Devotional,6:19,No
768,Blinding Lights,Ludovico Einaudi,73,Korean,Depression Support,Low,Yes,Classical,6:18,Partial
769,River Flows in You,Arijit Singh,104,Korean,Depression Support,Medium,Yes,Lo-fi,7:26,Partial
770,Shallow,Ed Sheeran,144,Instrumental,Period Pain Relief,Low,Yes,Ambient,3:25,Yes
771,Shape of You,Lady Gaga,69,English,Anxiety Relief,Medium,Yes,Acoustic,2:16,No
772,Tum Hi Ho,Post Malone,104,English,Period Pain Relief,High,Yes,Ambient,5:38,No
773,Happy,Imagine Dragons,160,Hindi,Sleep Aid,Medium,Yes,Devotional,2:13,Partial
774,Sunflower,Arijit Singh,137,Korean,Mood Boost,High,No,Pop,5:33,Partial
775,Shape of You,Arijit Singh,109,Hindi,Period Pain Relief,High,Yes,Ambient,4:22,Partial
776,Let It Be,Billie Eilish,52,English,Anxiety Relief,Medium,Yes,Pop,5:40,No
777,Happy,The Beatles,117,Instrumental,Mood Boost,Low,Yes,Acoustic,5:59,Yes
778,Happy,Coldplay,143,Tamil,Depression Support,Low,Yes,Pop,7:30,Yes
779,Raataan Lambiyan,Pharrell Williams,128,Korean,Sleep Aid,High,No,Ambient,8:56,No
780,Perfect,The Weeknd,141,Korean,Anxiety Relief,High,No,Acoustic,4:48,No
781,Tum Hi Ho,Coldplay,103,Korean,Anxiety Relief,Medium,Yes,Lo-fi,6:14,No
782,Blinding Lights,Post Malone,52,Instrumental,Period Pain Relief,Medium,Yes,Acoustic,6:08,No
783,Let It Be,Post Malone,79,English,Period Pain Relief,Medium,Yes,Pop,8:56,Partial
784,A Sky Full of Stars,Arijit Singh,143,English,Anxiety Relief,Low,No,Ambient,2:46,Yes
785,Perfect,The Beatles,141,Tamil,Depression Support,High,No,Lo-fi,5:06,Yes
786,Tum Hi Ho,Marconi Union,115,Tamil,Period Pain Relief,Medium,Yes,Pop,8:46,Partial
787,Tum Hi Ho,Post Malone,72,Hindi,Stress Relief,Low,Yes,Classical,4:11,No
788,Lovely,Arijit Singh,159,English,Anxiety Relief,Medium,Yes,Pop,6:56,Yes
789,Weightless,Coldplay,138,Korean,Stress Relief,High,No,Pop,6:05,Yes
790,Raataan Lambiyan,Imagine Dragons,116,Instrumental,Mood Boost,Medium,No,Classical,3:03,No
791,Ocean Eyes,A R Rahman,126,Hindi,Period Pain Relief,Medium,Yes,Classical,4:38,No
792,Sunflower,Imagine Dragons,133,Korean,Mood Boost,Low,Yes,Acoustic,3:08,Yes
793,Kun Faya Kun,Imagine Dragons,58,Tamil,Depression Support,Medium,No,Classical,6:56,Yes
794,Hallelujah,A R Rahman,170,Hindi,Sleep Aid,Medium,Yes,Devotional,6:09,No
795,Raataan Lambiyan,Ed Sheeran,125,Instrumental,Mood Boost,Medium,No,Devotional,8:48,Partial
796,Nuvole Bianche,Ed Sheeran,126,Korean,Sleep Aid,Low,Yes,Pop,4:14,No
797,Weightless,Yiruma,169,English,Mood Boost,Low,Yes,Devotional,5:02,Partial
798,Raataan Lambiyan,Lady Gaga,69,Korean,Anxiety Relief,Medium,Yes,Ambient,8:00,Partial
799,Kun Faya Kun,Ludovico Einaudi,112,Korean,Depression Support,Medium,Yes,Pop,8:50,No
800,Fix You,Yiruma,77,Korean,Depression Support,Medium,No,Classical,5:00,Partial
801,Lovely,A R Rahman,167,Tamil,Sleep Aid,Medium,Yes,Pop,6:31,No
802,Kun Faya Kun,The Weeknd,81,English,Stress Relief,Low,Yes,Classical,2:40,No
803,River Flows in You,Coldplay,147,Hindi,Sleep Aid,High,No,Acoustic,3:50,Partial
804,Weightless,Lady Gaga,137,Korean,Sleep Aid,High,Yes,Ambient,7:47,Yes
805,Believer,Post Malone,64,Korean,Depression Support,High,Yes,Devotional,2:09,Partial
806,Raataan Lambiyan,Leonard Cohen,146,Hindi,Mood Boost,High,Yes,Lo-fi,3:01,Partial
807,Hallelujah,Marconi Union,62,English,Period Pain Relief,High,Yes,Ambient,6:38,No
808,Blinding Lights,Arijit Singh,65,Hindi,Stress Relief,Medium,Yes,Ambient,6:35,Partial
809,Tum Hi Ho,Coldplay,88,English,Stress Relief,High,No,Acoustic,4:12,Yes
810,Shape of You,Imagine Dragons,138,English,Period Pain Relief,High,Yes,Devotional,8:07,Partial
811,Perfect,Arijit Singh,70,Korean,Sleep Aid,Medium,Yes,Pop,7:13,Yes
812,Weightless,A R Rahman,128,Korean,Mood Boost,Low,No,Acoustic,5:23,No
813,Perfect,Leonard Cohen,109,Hindi,Sleep Aid,High,No,Acoustic,6:20,Yes
814,Blinding Lights,The Beatles,129,Korean,Anxiety Relief,High,No,Pop,8:25,No
815,Someone Like You,Marconi Union,82,Instrumental,Period Pain Relief,High,Yes,Ambient,5:27,Yes
816,River Flows in You,Arijit Singh,98,Korean,Period Pain Relief,Low,Yes,Acoustic,8:15,Yes
817,Believer,Leonard Cohen,54,English,Stress Relief,Medium,No,Devotional,6:00,Yes
818,Raataan Lambiyan,Adele,113,English,Stress Relief,Low,No,Acoustic,5:37,No
819,River Flows in You,Arijit Singh,136,Instrumental,Period Pain Relief,Medium,Yes,Ambient,2:06,No
820,Believer,Adele,160,Korean,Period Pain Relief,Medium,Yes,Acoustic,3:59,Partial
821,Shape of You,Ludovico Einaudi,157,English,Stress Relief,Low,Yes,Devotional,7:51,Yes
822,Nuvole Bianche,Lady Gaga,153,Instrumental,Anxiety Relief,High,No,Acoustic,2:24,No
823,Ocean Eyes,Ludovico Einaudi,86,English,Anxiety Relief,Low,No,Pop,4:54,No
824,Blinding Lights,Pharrell Williams,115,English,Depression Support,Medium,No,Classical,6:28,Partial
825,A Sky Full of Stars,Marconi Union,87,Tamil,Stress Relief,High,No,Lo-fi,7:34,No
826,Tum Hi Ho,Post Malone,154,Tamil,Sleep Aid,High,No,Lo-fi,8:33,Yes
827,Blinding Lights,Arijit Singh,155,Hindi,Sleep Aid,High,No,Devotional,8:06,Partial
828,Tum Hi Ho,Lady Gaga,54,Korean,Anxiety Relief,Low,No,Lo-fi,8:33,No
829,River Flows in You,Post Malone,73,Instrumental,Sleep Aid,High,Yes,Lo-fi,7:09,Yes
830,Blinding Lights,Pharrell Williams,148,English,Mood Boost,Low,Yes,Lo-fi,7:14,No
831,Happy,Billie Eilish,135,Korean,Stress Relief,Medium,Yes,Classical,3:11,Yes
832,Kun Faya Kun,Ludovico Einaudi,71,Instrumental,Depression Support,Medium,No,Lo-fi,8:32,Yes
833,Believer,Billie Eilish,108,English,Anxiety Relief,Medium,No,Classical,7:53,Yes
834,A Sky Full of Stars,Post Malone,69,Korean,Stress Relief,Low,No,Classical,8:05,No
835,Happy,Yiruma,60,Tamil,Period Pain Relief,High,Yes,Lo-fi,8:06,Yes
836,Hallelujah,Yiruma,151,Tamil,Stress Relief,Low,No,Classical,5:48,Partial
837,Ocean Eyes,Ludovico Einaudi,76,Instrumental,Mood Boost,High,Yes,Acoustic,2:02,Yes
838,Shallow,Marconi Union,109,Instrumental,Depression Support,Low,Yes,Acoustic,2:03,Partial
839,Let It Be,Ed Sheeran,136,Korean,Period Pain Relief,Low,Yes,Classical,5:38,Yes
840,Hallelujah,Leonard Cohen,110,Instrumental,Stress Relief,Low,Yes,Pop,4:27,No
841,Believer,A R Rahman,137,Korean,Depression Support,Medium,No,Pop,5:15,Yes
842,Kun Faya Kun,Leonard Cohen,104,English,Period Pain Relief,Low,Yes,Lo-fi,5:46,No
843,Raataan Lambiyan,Marconi Union,106,English,Depression Support,Low,Yes,Lo-fi,5:35,No
844,Tum Hi Ho,Imagine Dragons,65,Instrumental,Sleep Aid,Low,No,Pop,4:40,Yes
